,KeywordID,KeywordLabel,DateKeywordCreated,YearKeywordCreated,TotalNumberUsed,TotalNumberIntervieweeUsing,number_of_possible_interview
826,37817,transfer to Kochendorf (Germany : Concentration Camp),2001-04-19,2001.0,2,2,
827,43482,homosexual kapos,2002-03-15,2002.0,28,27,
828,20255,ghetto family interactions,1998-05-04,1998.0,10,9,
829,14228,Poland 1939 (September 1 - December 31),1996-12-09,1996.0,38,11,
830,22313,transfer from Lódz (Poland : Ghetto),1998-08-03,1998.0,4,4,
831,16504,liberation-related aid giving,1997-11-19,1997.0,43,39,
832,4083,selections,1995-12-08,1995.0,33,30,
833,13212,Czechoslovakia 1942,1996-10-23,1996.0,44,18,
834,12690,Hamburg (Germany),1996-09-26,1996.0,41,13,
835,7906,Hamburg-Geilenberg (Germany : Concentration Camp),1995-12-08,1995.0,3,3,
836,16480,transfer executions,1997-11-19,1997.0,21,20,
837,18957,transfer to Salzwedel (Germany : Concentration Camp),1998-04-06,1998.0,16,15,
838,23759,Breslau (Germany : Concentration Camp)(generic),1998-09-24,1998.0,5,1,
839,12594,Breslau (Germany),1996-09-26,1996.0,18,10,
840,16551,flight from Germany,1997-11-30,1997.0,1,1,
841,16555,flight to the United States,1997-11-30,1997.0,2,2,
842,22468,General C.H. Muir (Ship),1998-08-14,1998.0,1,1,
843,16870,transfer to Allendorf (Germany : Concentration Camp),1997-12-16,1997.0,45,44,
844,17045,transfer to Merzdorf (Germany : Concentration Camp),1997-12-22,1997.0,13,13,
845,15252,lice,1997-03-14,1997.0,209,194,
846,37940,tracing aid givers,2001-05-03,2001.0,4,4,
847,46181,covert communications,2002-07-18,2002.0,3,3,
848,6729,"""asocial"" prisoners",1995-12-08,1995.0,26,22,
849,12499,Belgium 1939 (September 1 - December 31),1996-09-12,1996.0,1,1,
850,7690,Mittelbau-Dora (Germany : Concentration Camp),1995-12-08,1995.0,36,11,
851,19784,"Nordhausen (Saxony, Prussia, Germany)",1998-04-14,1998.0,36,11,
852,32426,transfer to Weisswasser (Germany : Concentration Camp),2000-06-15,2000.0,16,16,
853,14051,Hungary 1945 (April 4) - 1948 (June 11),1996-12-03,1996.0,32,10,
854,10169,trial witnesses,1995-12-08,1995.0,13,13,
855,10170,war criminals,1995-12-08,1995.0,1,1,
856,16174,transfer from Ravensbrück (Germany : Concentration Camp),1997-07-21,1997.0,33,32,
857,16585,transfer to Mühlhausen (Germany : Concentration Camp),1997-12-03,1997.0,11,11,
858,18817,"Ostrowiec (Kielce, Poland : Concentration Camp)",1998-04-03,1998.0,8,4,
859,22041,"Ostrowiec (Kielce, Poland)",1998-07-10,1998.0,8,4,
860,18820,transfer from Ostrowiec (Poland : Concentration Camp),1998-04-03,1998.0,11,11,
861,15430,performing arts,1997-03-25,1997.0,77,62,
862,16067,Nazi propaganda,1997-07-16,1997.0,20,20,
863,15332,attitudes toward liberators,1997-03-19,1997.0,17,16,
864,12636,"Kraków (Kraków, Poland)",1996-09-26,1996.0,159,67,
865,15297,refugee housing,1997-03-17,1997.0,4,4,
866,14213,Greece 1944,1996-12-06,1996.0,63,19,
867,16533,deportation warnings,1997-11-19,1997.0,17,17,
868,30447,male prisoners,2000-02-18,2000.0,271,230,
869,15415,attitudes toward Ukraine and/or Ukrainians,1997-03-25,1997.0,2,2,
870,51264,attitudes toward religion,2002-12-18,2002.0,13,13,
871,13946,forestry forced labor,1996-11-25,1996.0,61,58,
872,44196,forced march shoes,2002-04-15,2002.0,67,66,
873,10160,camp visitors,1995-12-08,1995.0,101,99,
874,26164,Swiss Red Cross,1998-12-18,1998.0,9,9,
875,30115,hiding-related decisions,2000-01-27,2000.0,22,21,
876,50716,commemoration,2002-12-04,2002.0,12,12,
877,13209,Czechoslovakia 1939,1996-10-23,1996.0,1,1,
878,16684,flight from Czechoslovakia,1997-12-09,1997.0,2,2,
879,16557,flight to Hungary,1997-11-30,1997.0,2,2,
880,14044,Hungary 1939 (September 1 - December 31),1996-12-03,1996.0,1,1,
881,16694,flight from Hungary,1997-12-09,1997.0,1,1,
882,15728,United States 1939,1997-06-05,1997.0,4,1,
883,16590,flight attempts,1997-12-04,1997.0,5,5,
884,37772,transfer to Guben (Germany : Concentration Camp),2001-04-12,2001.0,16,16,
885,9646,musical recitals,1995-12-08,1995.0,121,104,
886,22642,liberator responses,1998-08-20,1998.0,16,16,
887,20127,attitudes toward Austria and/or Austrians,1998-04-28,1998.0,5,3,
888,22528,Europe 1945 (May 8) - 2000 (January 1),1998-08-17,1998.0,38,5,
889,14129,France 1945 (May 8) - 1958 (September 27),1996-12-04,1996.0,27,7,
890,41263,forced labor sites (stills),2001-12-12,2001.0,6,6,
891,40280,post-liberation photographs (stills),2001-11-08,2001.0,16,12,
892,34887,French prisoner functionaries,2000-10-19,2000.0,17,15,
893,26165,rescue,1998-12-18,1998.0,24,24,
894,39078,transfer from Larissa (Greece : Concentration Camp),2001-07-09,2001.0,5,5,
895,16560,World War II history,1997-11-30,1997.0,21,18,
896,24550,transfer from Plattling (Germany : Concentration Camp),1998-10-19,1998.0,3,3,
897,27930,Ukrainian soldiers,1999-08-18,1999.0,5,5,
898,10712,ghetto selections,1996-01-19,1996.0,24,23,
899,15456,deportation physical condition,1997-03-27,1997.0,9,9,
900,35297,transfer to Markkleeberg (Germany : Concentration Camp),2000-11-13,2000.0,18,18,
901,15422,attitudes toward the United States and/or Americans,1997-03-25,1997.0,11,11,
902,3619,(PIQ) Poland,1995-12-08,1995.0,2,2,
903,16442,prison adaptation methods,1997-11-17,1997.0,2,2,
904,7760,Kaufering (Germany : Concentration Camp)(generic),1995-12-08,1995.0,43,15,
905,8341,Kaufering (Germany),1995-12-08,1995.0,59,25,
906,4484,resistance fighters,1995-12-08,1995.0,11,11,
907,31700,Oranienburg (Germany),2000-04-28,2000.0,8,4,
908,7936,Oranienburg-Heinkelwerke (Germany : Concentration Camp),1995-12-08,1995.0,4,3,
909,16598,transfer to Oranienburg-Heinkelwerke (Germany : Concentration Camp),1997-12-04,1997.0,39,39,
910,14118,Austria 1945 (May 8) - 1955 (May 14),1996-12-04,1996.0,51,15,
911,17041,transfer to Malchow (Germany : Concentration Camp),1997-12-22,1997.0,30,30,
912,30233,forced march hunger,2000-02-04,2000.0,21,21,
913,3226,German (language),1995-12-08,1995.0,77,67,
914,19194,Jawischowitz (Poland : Concentration Camp),1998-04-07,1998.0,16,8,
915,13718,Jawiszowice (Poland),1996-11-06,1996.0,16,8,
916,15362,spiritual resistance,1997-03-21,1997.0,26,16,
917,57958,elderly prisoners,2003-08-20,2003.0,28,24,
918,41970,attitudes toward the Roman Catholic Church and/or Roman Catholics,2002-01-16,2002.0,5,5,
919,17258,forced march guards,1998-03-19,1998.0,115,107,
920,15331,attitudes toward bystanders,1997-03-19,1997.0,14,14,
921,14295,Hungarian camp guards,1996-12-10,1996.0,20,16,
922,20473,transfer to Hainichen (Germany : Concentration Camp),1998-05-13,1998.0,10,10,
923,13108,Luxembourg 1943 (September 29) - 1945 (May 7),1996-10-16,1996.0,6,1,
924,16987,transfer to Essen (Germany : Concentration Camp),1997-12-21,1997.0,1,1,
925,11379,Blechhammer (Germany : Concentration Camp),1996-02-08,1996.0,10,5,
926,26506,"Blechhammer (Upper Silesia, Prussia, Germany)",1999-03-15,1999.0,10,5,
927,20351,"Zdunska Wola (Łódź, Poland)",1998-05-07,1998.0,1,1,
928,16543,migration from Germany,1997-11-30,1997.0,25,23,
929,16550,migration to the United States,1997-11-30,1997.0,14,14,
930,71552,transfer to Braunschweig-Stahlwerke (Germany : Concentration Camp),2005-04-22,2005.0,2,2,
931,23289,escape preparations,1998-09-08,1998.0,46,34,
932,26235,transfer to Frankfurt am Main (Germany : Concentration Camp),1999-01-12,1999.0,16,15,
933,16542,escapee capture,1997-11-30,1997.0,53,47,
934,39602,Czechoslovak forced labor civilian supervisors,2001-08-08,2001.0,4,4,
935,42607,transfer from Sered (Czechoslovakia : Concentration Camp),2002-02-11,2002.0,5,5,
936,4218,male homosexual prisoners,1995-12-08,1995.0,44,40,
937,64495,cable-laying forced labor,2004-08-02,2004.0,24,21,
938,38750,transfer to Reichenbach (Germany : Concentration Camp),2001-06-18,2001.0,24,24,
939,13219,Italy 1939 (September 1) - 1945 (May 7),1996-10-23,1996.0,2,2,
940,42797,attitudes toward Ashkenazi Jewry,2002-02-20,2002.0,1,1,
941,3961,Yiddish (language),1995-12-08,1995.0,31,30,
942,15240,typhoid fever,1997-03-13,1997.0,74,68,
943,7577,Ravensbrück (Germany : Concentration Camp),1995-12-08,1995.0,131,54,
944,44068,Ravensbrück (Germany),2002-04-12,2002.0,131,54,
945,27010,Yugoslav prisoners,1999-05-26,1999.0,19,19,
946,8270,Frankfurt am Main (Germany),1995-12-08,1995.0,9,5,
947,15704,Valea-lui-Mihai (Romania),1997-05-13,1997.0,1,1,
948,11510,Pinnow (Germany : Concentration Camp),1996-02-08,1996.0,4,1,
949,56435,gas chamber cleaning forced labor,2003-06-12,2003.0,16,12,
950,46180,electrocutions,2002-07-18,2002.0,77,76,
951,9005,camp uprisings,1995-12-08,1995.0,23,22,
952,33708,"Schillinger, Josef",2000-08-25,2000.0,13,9,
953,14320,Holocaust denial,1996-12-11,1996.0,25,24,
954,22281,"Pomerania (Prussia, Germany : Province)",1998-07-28,1998.0,1,1,
955,42555,"Posen-Sedan (Poznań, Poland : Concentration Camp)",2002-02-07,2002.0,1,1,
956,10746,"Poznań (Poznań, Poland)",1996-01-19,1996.0,6,4,
957,49721,transfer from Posen-Sedan (Poland : Concentration Camp),2002-11-07,2002.0,1,1,
958,9566,mass executions,1995-12-08,1995.0,10,10,
959,15335,Holocaust testimony sharing willingness,1997-03-19,1997.0,63,59,
960,15113,High Holidays,1997-03-05,1997.0,20,19,
961,28696,teachers,1999-10-19,1999.0,13,13,
962,12502,Belgium 1942,1996-09-12,1996.0,38,5,
963,14362,non-violent resistance,1996-12-12,1996.0,38,32,
964,15246,gay male sexual activities,1997-03-13,1997.0,26,25,
965,16429,prison medical care,1997-11-17,1997.0,2,2,
966,13131,Latvia 1944,1996-10-17,1996.0,51,18,
967,31195,transfer to Hamburg-Geilenberg (Germany : Concentration Camp),2000-03-28,2000.0,5,5,
968,31526,clothing,2000-04-13,2000.0,22,21,
969,11505,"Parschnitz (Bohemia, Czechoslovakia : Concentration Camp)",1996-02-08,1996.0,11,1,
970,30230,"Poříčí (Trutnov, Bohemia, Czechoslovakia)",2000-02-04,2000.0,11,1,
971,15466,forced march suicide attempts,1997-03-27,1997.0,2,2,
972,6851,SA personnel,1995-12-08,1995.0,7,6,
973,15843,1940s photographs (stills),1997-07-10,1997.0,35,23,
974,18115,transfer to Theresienstadt (Czechoslovakia : Ghetto),1998-03-30,1998.0,19,17,
975,35291,"Radom (Kielce, Poland : Concentration Camp)(generic)",2000-11-13,2000.0,5,3,
976,27209,"Radom (Kielce, Poland)",1999-06-18,1999.0,27,10,
977,20922,transfer to Vaihingen (Germany : Concentration Camp),1998-05-26,1998.0,22,22,
978,7896,Vaihingen (Germany : Concentration Camp),1995-12-08,1995.0,20,5,
979,8552,Vaihingen an der Enz (Germany),1995-12-08,1995.0,20,5,
980,15249,coerced sexual activities,1997-03-14,1997.0,40,40,
981,16601,flight decisions,1997-12-08,1997.0,3,3,
982,17140,civilian laborers,1998-01-07,1998.0,27,25,
983,25844,religious antisemitism,1998-11-18,1998.0,3,3,
984,17015,transfer to Hindenburg (Germany : Concentration Camp),1997-12-22,1997.0,11,11,
985,31523,camp brothels,2000-04-13,2000.0,59,56,
986,17038,transfer to Mühldorf (Germany : Concentration Camp),1997-12-22,1997.0,22,21,
987,26837,"König, Hans-Wilhelm",1999-05-07,1999.0,14,11,
988,15742,United States 1993 (January 1) - 2001 (January 19),1997-06-05,1997.0,11,3,
989,15934,1985 photographs (stills),1997-07-10,1997.0,2,2,
990,15842,1930s photographs (stills),1997-07-10,1997.0,18,16,
991,15844,1950s photographs (stills),1997-07-10,1997.0,3,3,
992,12464,"German invasion of Hungary (March 19, 1944)",1996-09-04,1996.0,1,1,
993,13481,persecuted group insignia,1996-11-01,1996.0,9,9,
994,37716,Jewish persecution awareness,2001-04-05,2001.0,80,75,
995,30412,Hungary 1939 (September 1) - 1944 (March 18),2000-02-16,2000.0,20,2,
996,15298,Jewish refugees,1997-03-17,1997.0,7,7,
997,14915,migration policies,1997-01-31,1997.0,7,7,
998,14109,Hungary 1944 (March 19) - 1945 (April 3),1996-12-03,1996.0,89,6,
999,14270,Jewish-non Jewish relations,1996-12-09,1996.0,24,23,
1000,4106,"Zimetbaum, Mala",1995-12-08,1995.0,75,49,
1001,41670,prison inmate physical condition,2002-01-07,2002.0,1,1,
1002,15943,1994 photographs (stills),1997-07-10,1997.0,18,7,
1003,20205,forced labor battalion external contact,1998-04-30,1998.0,4,4,
1004,25285,interrogations,1995-12-31,1995.0,62,54,
1005,12717,"Kielce (Kielce, Poland)",1996-09-26,1996.0,5,5,
1006,36284,"Mosdorf, Jan",2001-01-10,2001.0,1,1,
1007,27063,resistance group weapons procurement,1999-06-04,1999.0,12,9,
1008,5710,Heinkel-Flugzeugwerke,1995-12-08,1995.0,2,2,
1009,15488,post-World War II political activities,1997-03-27,1997.0,1,1,
1010,12898,Stuttgart (Germany),1996-09-26,1996.0,4,3,
1011,19394,transfer liberation,1998-04-08,1998.0,13,13,
1012,46660,post-Holocaust awareness,2002-08-01,2002.0,16,13,
1013,19672,transfer from Pionki (Poland : Concentration Camp),1998-04-13,1998.0,28,26,
1014,42273,Belgian kapos,2002-01-29,2002.0,6,5,
1015,6819,"""Mischlinge""",1995-12-08,1995.0,15,13,
1016,8067,"Mukacevo (Podkarpatska Rus, Czechoslovakia : Ghetto)",1995-12-08,1995.0,69,16,
1017,12791,"Mukacevo (Podkarpatska Rus, Czechoslovakia)",1996-09-26,1996.0,77,19,
1018,7611,"Eintrachthütte (Śląsk, Poland : Concentration Camp)",1995-12-08,1995.0,10,5,
1019,20939,transfer to Eintrachthütte (Poland : Concentration Camp),1998-05-27,1998.0,6,6,
1020,13016,Austria 1941 (October 1) - 1945 (May 7),1996-10-10,1996.0,56,26,
1021,7567,Mauthausen (Austria : Concentration Camp),1995-12-08,1995.0,91,41,
1022,8397,Mauthausen (Austria),1995-12-08,1995.0,91,41,
1023,40021,undated family photographs (stills),2001-08-28,2001.0,13,11,
1024,16300,"deportation from Będzin (Kielce, Poland : Ghetto)",1997-10-31,1997.0,14,14,
1025,27833,identity exposure,1999-08-09,1999.0,7,7,
1026,67106,male prisoner functionaries,2004-10-21,2004.0,19,15,
1027,12605,Budapest (Hungary),1996-09-26,1996.0,17,11,
1028,12543,Arad (Romania),1996-09-26,1996.0,1,1,
1029,16667,migration from the USSR,1997-12-08,1997.0,2,2,
1030,16657,migration to Romania,1997-12-08,1997.0,9,7,
1031,83283,Soviet filtration camps (generic),2017-03-07,2017.0,1,1,
1032,13973,USSR 1945 (January 1 - May 7),1996-11-27,1996.0,18,7,
1033,15840,1910s photographs (stills),1997-07-10,1997.0,5,5,
1034,26609,Austro-Hungarian armed forces,1999-03-26,1999.0,1,1,
1035,15951,1940s documents and artifacts (stills),1997-07-11,1997.0,19,18,
1036,26773,identification papers (stills),1999-04-29,1999.0,16,15,
1037,40273,civilian aid givers,2001-11-07,2001.0,80,68,
1038,9638,mothers,1995-12-08,1995.0,69,29,
1039,23842,transfer to Schwarzheide (Germany : Concentration Camp),1998-09-27,1998.0,12,12,
1040,10017,sons,1995-12-08,1995.0,5,5,
1041,13091,Netherlands 1944,1996-10-16,1996.0,60,10,
1042,33502,deportation from Kisvárda (Hungary : Ghetto),2000-08-15,2000.0,8,8,
1043,14987,Slovak kapos,1997-02-04,1997.0,76,63,
1044,29080,transfer to Birnbäumel (Germany : Concentration Camp),1999-11-08,1999.0,18,17,
1045,21413,Nyirtass (Hungary),1998-06-11,1998.0,1,1,
1046,15068,food acquisition,1997-02-24,1997.0,35,34,
1047,7804,Birnbäumel (Germany : Concentration Camp),1995-12-08,1995.0,3,3,
1048,75660,Birnbäumel (Germany),2005-10-06,2005.0,3,3,
1049,13892,British soldiers,1996-11-19,1996.0,9,9,
1050,12146,British armed forces,1996-05-03,1996.0,12,11,
1051,14831,hiding adaptation methods,1997-01-22,1997.0,11,10,
1052,16501,hiding-related aid giving,1997-11-19,1997.0,10,7,
1053,26027,"Frank, Otto",1998-11-25,1998.0,3,3,
1054,15587,Jewish religious object desecration,1997-04-01,1997.0,11,11,
1055,14150,Netherlands 1945 (May 8) - 1948 (August 23),1996-12-05,1996.0,21,9,
1056,14229,Poland 1940,1996-12-09,1996.0,254,28,
1057,15814,interviewee occupations,1997-06-20,1997.0,17,13,
1058,37904,"Gruenbaum, Eliezer",2001-04-30,2001.0,2,2,
1059,15219,deportation preparations,1997-03-13,1997.0,21,21,
1060,23827,Mittelsteine (Germany : Concentration Camp),1998-09-25,1998.0,1,1,
1061,28455,transfer to Mittelsteine (Germany : Concentration Camp),1999-10-01,1999.0,5,5,
1062,16737,transfer from Sömmerda (Germany : Concentration Camp),1997-12-10,1997.0,3,3,
1063,16875,transfer from St. Annaberg (Germany : Concentration Camp),1997-12-16,1997.0,3,2,
1064,16369,transfer from Melk (Austria : Concentration Camp),1997-11-12,1997.0,4,4,
1065,39605,Catholic prisoners,2001-08-08,2001.0,6,6,
1066,42431,transfer to (u)Honnenberg (Germany: Concentration Camp),2002-02-04,2002.0,2,1,
1067,5646,Continental Gummi-Werke,1995-12-08,1995.0,1,1,
1068,46175,transfer medical care,2002-07-18,2002.0,5,5,
1069,27315,transfer from Geislingen an der Steige (Germany : Concentration Camp),1999-06-28,1999.0,2,2,
1070,16602,migration decisions,1997-12-08,1997.0,19,19,
1071,40175,deportation from Diósgyõr (Hungary : Ghetto),2001-10-31,2001.0,2,2,
1072,7562,"Krakau-Plaszow (Kraków, Poland : Concentration Camp)",1995-12-08,1995.0,110,48,
1073,21719,Kaufering Lager I (Germany : Concentration Camp),1998-07-02,1998.0,1,1,
1074,28712,Jewish resistance groups,1999-10-20,1999.0,13,7,
1075,15109,camp covert weapons procurement,1997-02-27,1997.0,17,15,
1076,42619,transfer to Hannover-Stöcken (Germany : Concentration Camp),2002-02-12,2002.0,2,2,
1077,54320,delousing forced labor,2003-03-24,2003.0,9,8,
1078,20607,transfer from Magdeburg (Germany : Concentration Camp),1998-05-15,1998.0,2,2,
1079,17040,transfer to Magdeburg (Germany : Concentration Camp),1997-12-22,1997.0,7,7,
1080,16450,transfer brutal treatment,1997-11-19,1997.0,28,28,
1081,8884,anti-Jewish arrests,1995-12-08,1995.0,10,10,
1082,15455,deportation family interactions,1997-03-27,1997.0,41,39,
1083,7857,"Radom-Szkolna (Kielce, Poland : Concentration Camp)",1995-12-08,1995.0,12,3,
1084,16484,transfer from Budzyn (Poland : Concentration Camp),1997-11-19,1997.0,1,1,
1085,16725,transfer from Radom (Poland : Concentration Camp),1997-12-09,1997.0,7,7,
1086,16726,transfer to Radom (Poland : Concentration Camp),1997-12-09,1997.0,1,1,
1087,26945,transfer to Stuttgart (Germany : Concentration Camp)(generic),1999-05-20,1999.0,4,4,
1088,16589,migration attempts,1997-12-04,1997.0,1,1,
1089,17070,Poland 1918 (November 11) - 1939 (August 31),1998-01-05,1998.0,18,7,
1090,4876,Judenräte,1995-12-08,1995.0,3,3,
1091,42407,transfer to Fürstenstein (Germany : Concentration Camp),2002-02-01,2002.0,3,3,
1092,13832,Roman Catholic clergy and monastics,1996-11-12,1996.0,22,17,
1093,16984,transfer to Ebensee (Austria : Concentration Camp),1997-12-21,1997.0,19,19,
1094,38699,female prisoners of war,2001-06-14,2001.0,2,2,
1095,21514,transfer suicides,1998-06-17,1998.0,2,2,
1096,22440,housing conditions,1998-08-10,1998.0,18,16,
1097,18011,deportation from Kosice (Czechoslovakia),1998-03-30,1998.0,5,4,
1098,30986,deportation from Kastoría (Greece),2000-03-20,2000.0,1,1,
1099,39706,"deportation to Pavlou Mela (Salonika, Makedhonía, Greece : Concentration Camp)",2001-08-16,2001.0,1,1,
1100,39663,"Pavlou Mela (Salonika, Makedhonía, Greece : Concentration Camp)",2001-08-13,2001.0,1,1,
1101,39707,"transfer from Pavlou Mela (Salonika, Makedhonía, Greece : Concentration Camp)",2001-08-16,2001.0,1,1,
1102,18415,deportation from Tacovo (Czechoslovakia : Ghetto),1998-04-01,1998.0,8,8,
1103,16342,transfer from Nordhausen (Germany : Concentration Camp)(generic),1997-11-05,1997.0,5,3,
1104,8012,Cluj (Romania : Ghetto),1995-12-08,1995.0,23,6,
1105,12630,Cluj (Romania),1996-09-26,1996.0,31,7,
1106,16120,deportation from Cluj (Romania : Ghetto),1997-07-18,1997.0,16,14,
1107,10693,ghetto rumors,1996-01-17,1996.0,2,2,
1108,15143,grandchildren,1997-03-07,1997.0,16,16,
1109,3240,granddaughters,1995-12-08,1995.0,6,6,
1110,3243,grandsons,1995-12-08,1995.0,5,5,
1111,40426,transfer from Schwientochlowitz (Poland : Concentration Camp),2001-11-15,2001.0,1,1,
1112,15637,Danzig (FC) 1944,1997-04-04,1997.0,147,59,
1113,26004,transfer to Dondangen (Latvia : Concentration Camp),1998-11-24,1998.0,5,5,
1114,26003,transfer from Dondangen (Latvia : Concentration Camp),1998-11-24,1998.0,1,1,
1115,26644,camp political activities,1999-03-30,1999.0,2,2,
1116,15313,"Allied invasion of Normandy (Jun 6, 1944)",1997-03-17,1997.0,4,4,
1117,58153,"Baumgarten, Kurt Otto",2003-09-08,2003.0,1,1,
1118,39117,medical experiment forced labor,2001-07-11,2001.0,32,15,
1119,16892,deportation from Szombathely (Hungary : Ghetto),1997-12-16,1997.0,3,3,
1120,16468,deportation killings,1997-11-19,1997.0,10,10,
1121,12307,Hungarian police and security forces,1996-06-12,1996.0,24,21,
1122,8108,Szombathely (Hungary : Ghetto),1995-12-08,1995.0,2,2,
1123,12908,Szombathely (Hungary),1996-09-26,1996.0,4,3,
1124,13205,Hanukkah,1996-10-22,1996.0,13,13,
1125,31576,Austrian camp guards,2000-04-17,2000.0,10,9,
1126,10167,war crimes trials,1995-12-08,1995.0,13,10,
1127,14626,Australia 1945 (May 8) - 2000 (January 1),1997-01-06,1997.0,45,7,
1128,41989,transfer from Pithiviers (France : Concentration Camp),2002-01-17,2002.0,2,2,
1129,7513,France 1942,1995-12-08,1995.0,33,6,
1130,15891,1942 photographs (stills),1997-07-10,1997.0,5,3,
1131,14586,France 1945 (May 8) - 2000 (January 1),1997-01-06,1997.0,29,9,
1132,19056,"Hess, Rudolf",1998-04-06,1998.0,15,12,
1133,3844,stealing,1995-12-08,1995.0,11,11,
1134,15248,lesbian sexual activities,1997-03-14,1997.0,10,10,
1135,37286,"transfer to Kaufering, Lager II (Germany : Concentration Camp)",2001-03-04,2001.0,3,3,
1136,15785,vocational training,1997-06-19,1997.0,16,11,
1137,24052,Polish forced labor civilian supervisors,1998-10-07,1998.0,25,22,
1138,37361,Volksdeutsche forced labor civilian supervisors,2001-03-07,2001.0,6,6,
1139,56872,post-conflict aid giver-aid recipient encounters,2003-07-02,2003.0,1,1,
1140,16864,deportation from Plonsk (Poland : Ghetto),1997-12-16,1997.0,8,8,
1141,15653,transfer thirst,1997-04-04,1997.0,40,39,
1142,16465,transfer punishments,1997-11-19,1997.0,6,6,
1143,42851,transfer to Freiheit-Osterode (Germany : Concentration Camp),2002-02-22,2002.0,3,2,
1144,30138,transfer from Krakau (Poland : Concentration Camp)(generic),2000-01-28,2000.0,5,5,
1145,17054,transfer to Taucha (Germany : Concentration Camp),1997-12-23,1997.0,20,19,
1146,14650,Mátészalka (Hungary : Ghetto),1997-01-08,1997.0,40,9,
1147,13459,Mátészalka (Hungary),1996-11-01,1996.0,40,9,
1148,27375,inter-survivor relations,1999-06-30,1999.0,11,10,
1149,22608,philanthropic activities,1998-08-19,1998.0,3,2,
1150,18973,transfer to Hambühren (Germany : Concentration Camp),1998-04-06,1998.0,6,6,
1151,36458,transfer to Halberstadt-Zwieberge (Germany : Concentration Camp),2001-01-17,2001.0,2,2,
1152,27742,deportation from Nagykanizsa (Hungary : Ghetto),1999-07-27,1999.0,1,1,
1153,9237,fathers,1995-12-08,1995.0,48,23,
1154,8482,"Prenzlau (Brandenburg, Prussia, Germany)",1995-12-08,1995.0,1,1,
1155,18986,transfer from Oederan (Germany : Concentration Camp),1998-04-06,1998.0,1,1,
1156,42099,suicide decisions,2002-01-24,2002.0,72,67,
1157,30265,"transfer to Kaufering, Lager XI (Germany : Concentration Camp)",2000-02-08,2000.0,4,4,
1158,28679,land combat,1999-10-14,1999.0,3,3,
1159,37714,Soviet political police,2001-04-05,2001.0,5,5,
1160,17004,transfer to Gleiwitz III (Germany : Concentration Camp),1997-12-22,1997.0,13,13,
1161,31121,camp currency (stills),2000-03-22,2000.0,2,2,
1162,28819,prisoner uniforms photographs (stills),1999-10-26,1999.0,13,13,
1163,35794,liberation participation,2000-12-07,2000.0,4,4,
1164,15665,Allied military operations in Germany,1997-04-04,1997.0,2,2,
1165,26699,"transfer to Kaufering, Lager IV (Germany : Concentration Camp)",1999-04-19,1999.0,26,23,
1166,20799,transfer to Berlin-Neukölln (Germany : Concentration Camp),1998-05-22,1998.0,10,10,
1167,30364,transfer to Jawischowitz (Poland : Concentration Camp),2000-02-15,2000.0,14,14,
1168,42745,deportation from Rimavscá Sec (Czechoslovakia : Ghetto),2002-02-19,2002.0,1,1,
1169,19933,transfer to Sackisch (Germany : Concentration Camp),1998-04-21,1998.0,24,24,
1170,16473,transfer killings,1997-11-19,1997.0,40,39,
1171,30212,Europe 1944,2000-02-04,2000.0,162,20,
1172,5714,Hochtief AG,1995-12-08,1995.0,1,1,
1173,30213,Europe 1943 (February 3) - 1945 (May 7),2000-02-04,2000.0,66,11,
1174,16418,prison first impressions,1997-11-17,1997.0,2,2,
1175,26095,"Edelstein, Jacob",1998-12-01,1998.0,7,6,
1176,11427,Gleiwitz II (Germany : Concentration Camp),1996-02-08,1996.0,4,4,
1177,17003,transfer to Gleiwitz II (Germany : Concentration Camp),1997-12-22,1997.0,10,9,
1178,38504,transfer to Braunschweig-Büssing NAG-Vereinigte Nutzkraftwa (Germany : Concentration Camp),2001-05-29,2001.0,21,21,
1179,23543,transfer to Longwy-Thil (France : Concentration Camp),1998-09-15,1998.0,5,5,
1180,12162,Volksdeutsche,1996-05-03,1996.0,23,22,
1181,17486,deportation from Brzeziny (Poland : Ghetto),1998-03-26,1998.0,1,1,
1182,16821,deportation to Oranienburg-Heinkelwerke (Germany : Concentration Camp),1997-12-15,1997.0,1,1,
1183,58028,transfer from Oranienburg-Heinkelwerke (Germany : Concentration Camp),2003-09-04,2003.0,7,6,
1184,15244,injuries,1997-03-13,1997.0,13,12,
1185,16552,flight from Poland,1997-11-30,1997.0,6,5,
1186,19907,flight to Sweden,1998-04-20,1998.0,2,1,
1187,14331,prisoner exchanges,1996-12-12,1996.0,11,10,
1188,13266,Sweden 1942,1996-10-24,1996.0,2,1,
1189,16688,flight from Denmark,1997-12-09,1997.0,1,1,
1190,23998,ghetto hospitals,1998-10-02,1998.0,2,2,
1191,34620,military retreat,2000-10-05,2000.0,7,7,
1192,14902,Polish police and security forces,1997-01-31,1997.0,4,3,
1193,16891,deportation from Szeged (Hungary : Ghetto),1997-12-16,1997.0,2,2,
1194,8107,Szeged (Hungary : Ghetto),1995-12-08,1995.0,1,1,
1195,12904,Szeged (Hungary),1996-09-26,1996.0,1,1,
1196,16800,transfer to Wüstegiersdorf (Germany : Concentration Camp)(generic),1997-12-14,1997.0,18,18,
1197,39613,"Lingens-Reiner, Ella",2001-08-09,2001.0,3,2,
1198,17051,transfer to Parschnitz (Czechoslovakia : Concentration Camp),1997-12-23,1997.0,18,18,
