,topic_name,stationary_prob
685,forced labor squads (stills),9.499988163701955e-12
686,camp visitors,9.499988163701955e-12
687,family homes (stills),9.499988163701955e-12
688,Czechoslovak prisoners,9.499988163701955e-12
689,marriages,9.499988163701955e-12
690,"""Mischlinge""",9.499988163701955e-12
691,scouting organizations,9.499988163701955e-12
692,loved ones' contacts,9.499988163701955e-12
693,camp crematoria,9.499988163701955e-12
694,organizations (stills),9.499988163701955e-12
695,deportation from countries,9.499988163701955e-12
696,Appell,9.499988163701955e-12
697,transfer to prisons,9.499988163701955e-12
698,Soviet prisoners of war,9.499988163701955e-12
699,transfer from ghettos,9.499988163701955e-12
700,transfer family interactions,9.499988163701955e-12
701,protected groups,9.499988163701955e-12
702,"Eichmann, Adolf",9.499988163701955e-12
703,perpetrator liberator-approach responses,9.499988163701955e-12
704,I. G. Farben,9.499988163701955e-12
705,"Perl, Gisella",9.499988163701955e-12
706,camp barracks (stills),9.499988163701955e-12
707,property seizure,9.499988163701955e-12
708,anti-Roma prejudice,9.499988163701955e-12
709,malaria,9.499988163701955e-12
710,camp blood extraction,9.499988163701955e-12
711,dog attacks,9.499988163701955e-12
712,refugee experiences,9.499988163701955e-12
713,inter-Jewish relations,9.499988163701954e-12
714,dwarf prisoners,9.499988163701954e-12
715,teeth extraction forced labor,9.499988163701954e-12
716,famous Islamic religious leaders,9.499988163701954e-12
717,Jewish youth organizations,9.499988163701954e-12
718,Yiddish (language),9.499988163701954e-12
719,Czech kapos,9.499988163701954e-12
720,post-liberation camp/ghetto transition,9.499988163701954e-12
721,famous camp personnel,9.499988163701954e-12
722,prison experiences,9.499988163701954e-12
723,criminal prisoners,9.499988163701954e-12
724,physical hygiene maintenance,9.499988163701954e-12
725,German kapos,9.499988163701954e-12
726,means of transport,9.499988163701954e-12
727,government officials,9.499988163701954e-12
728,migration policies,9.499988163701954e-12
729,musical recitals,9.499988163701954e-12
730,Slovak kapos,9.499988163701954e-12
731,family occupations,9.499988163701954e-12
732,famous Nazi medical personnel,9.499988163701954e-12
733,transfer killings,9.499988163701954e-12
734,Hasidism,9.499988163701954e-12
735,camp environmental conditions,9.499988163701954e-12
736,post-liberation visits to sites of persecution (stills),9.499988163701954e-12
737,physical condition,9.499988163701954e-12
738,deportation deaths,9.499988163701954e-12
739,skilled forced labor,9.499988163701954e-12
740,camp time awareness,9.499988163701954e-12
741,post-conflict relations,9.499988163701954e-12
742,male prisoners,9.499988163701954e-12
743,forced march-related aid giving,9.499988163701954e-12
744,Passover,9.499988163701954e-12
745,deportation to prisons,9.499988163701954e-12
746,French armed forces,9.499988163701954e-12
747,shoe importance,9.499988163701954e-12
748,killings,9.49998816370195e-12
749,platform forced labor,9.49998816370195e-12
750,environmental conditions,9.49998816370195e-12
751,discriminatory measures,9.49998816370195e-12
752,ghetto experiences,9.49998816370195e-12
753,time awareness,9.49998816370195e-12
754,forced correspondence,9.49998816370195e-12
755,deportation sanitary conditions,9.49998816370195e-12
756,camp corpse cremations,9.49998816370195e-12
757,games,9.49998816370195e-12
758,Stubenälteste,9.49998816370195e-12
759,diseases,9.49998816370195e-12
760,mothers,9.49998816370195e-12
761,Soviet soldiers,9.49998816370195e-12
762,post-conflict persecution site visits,9.49998816370195e-12
763,forced labor squads,9.49998816370195e-12
764,grandfathers,9.49998816370195e-12
765,camp sanitary conditions,9.49998816370195e-12
766,camp infestations,9.49998816370195e-12
767,translation forced labor,9.49998816370195e-12
768,sisters,9.49998816370195e-12
769,1910s photographs (stills),9.49998816370195e-12
770,famous Nazi exposers,9.49998816370195e-12
771,camp quarantines,9.49998816370195e-12
772,transfer to ghettos,9.49998816370195e-12
773,prison sanitary conditions,9.49998816370195e-12
774,forced march family interactions,9.499988163701949e-12
775,child survivor organizations,9.499988163701949e-12
776,brutal treatment,9.499988163701949e-12
777,arrests,9.499988163701949e-12
778,injuries (stills),9.499988163701949e-12
779,farms,9.499988163701949e-12
780,decisions,9.499988163701949e-12
781,ghetto medical care,9.499988163701949e-12
782,food acquisition,9.499988163701949e-12
783,camp-related psychological reactions,9.499988163701949e-12
784,frostbite,9.499988163701949e-12
785,religion and philosophy,9.499988163701949e-12
786,persecuted group insignia,9.499988163701949e-12
787,prison living conditions,9.499988163701949e-12
788,armed forces,9.499988163701949e-12
789,childhood perceptions,9.499988163701949e-12
790,camp killings,9.499988163701949e-12
791,anti-Jewish measures,9.499988163701949e-12
792,deportation routes,9.499988163701949e-12
793,covert weapons procurement,9.499988163701949e-12
794,personal property sorting forced labor,9.499988163701949e-12
795,family members,9.499988163701949e-12
796,camp malnutrition,9.499988163701949e-12
797,transfer thirst,9.499988163701949e-12
798,forced march physical condition,9.499988163701949e-12
799,camp menstruation,9.499988163701949e-12
800,Jewish religious holidays,9.499988163701947e-12
801,interviewee original works,9.499988163701947e-12
802,Christian religious observances,9.499988163701947e-12
803,"Hirsch, Fredy",9.499988163701947e-12
804,infanticide,9.499988163701947e-12
805,"Rumkowski, Chaim",9.499988163701947e-12
806,bombardments,9.499988163701947e-12
807,covert economic activities,9.499988163701947e-12
808,deportation procedures,9.499988163701947e-12
809,female prisoner functionaries,9.499988163701947e-12
810,Jewish education,9.499988163701947e-12
811,ghetto suicides,9.499988163701947e-12
812,anti-Jewish economic measures,9.499988163701947e-12
813,ghetto liquidations,9.499988163701944e-12
814,ghetto corpses,9.499988163701944e-12
815,corpses,9.499988163701944e-12
816,famous musicians and composers,9.499988163701944e-12
817,transfer environmental conditions,9.499988163701944e-12
818,correspondence (stills),9.499988163701944e-12
819,aborted killings,9.499988163701944e-12
820,"Robota, Roza",9.499988163701944e-12
821,camp liberation,9.499988163701944e-12
822,corpse disposal forced labor,9.499988163701944e-12
823,forced march killings,9.499988163701944e-12
824,malnutrition,9.499988163701944e-12
825,medical forced labor,9.499988163701944e-12
826,injuries,9.499988163701942e-12
827,camp prisoner insignia,9.499988163701942e-12
828,ghetto guards,9.499988163701942e-12
829,propaganda,9.499988163701942e-12
830,hiding (aid giving),9.499988163701942e-12
831,lice,9.499988163701942e-12
832,camp orchestras,9.499988163701942e-12
833,humor,9.499988163701942e-12
834,Polish prisoners,9.499988163701942e-12
835,mass executions,9.49998816370194e-12
836,eugenics policy awareness,9.49998816370194e-12
837,religious beliefs,9.49998816370194e-12
838,ghetto deaths,9.49998816370194e-12
839,stealing,9.49998816370194e-12
840,migration experiences,9.49998816370194e-12
841,prison inmate physical condition,9.49998816370194e-12
842,grandmothers,9.49998816370194e-12
843,medical care,9.49998816370194e-12
844,Lagerführer,9.499988163701939e-12
845,camp escape attempts,9.499988163701939e-12
846,camp guards,9.499988163701939e-12
847,post-World War II family photographs (stills),9.499988163701939e-12
848,hunger,9.499988163701936e-12
849,ships,9.499988163701936e-12
850,professional training,9.499988163701936e-12
851,camp daily services forced labor,9.499988163701936e-12
852,liberation,9.499988163701934e-12
853,resistance fighters,9.499988163701934e-12
854,black market activities,9.499988163701933e-12
