,topic_name,stationary_prob
663,forced march brutal treatment,1.1399985726738569e-11
664,Soviet armed forces,1.1399985726738569e-11
665,physical hygiene maintenance,1.1399985726738569e-11
666,female kapos,1.1399985726738569e-11
667,camp corpse disposal,1.1399985726738569e-11
668,camp showers,1.1399985726738567e-11
669,childhood perceptions,1.1399985726738567e-11
670,camp maintenance forced labor,1.1399985726738567e-11
671,camp mass executions,1.1399985726738567e-11
672,teeth extraction forced labor,1.1399985726738567e-11
673,deportation from cities,1.1399985726738567e-11
674,trains,1.1399985726738567e-11
675,civilian aid givers,1.1399985726738567e-11
676,politics,1.1399985726738567e-11
677,Roma prisoner functionaries,1.1399985726738567e-11
678,family life,1.1399985726738567e-11
679,escapee capture,1.1399985726738567e-11
680,bereavement-related psychological reactions,1.1399985726738567e-11
681,burial sites (stills) ,1.1399985726738567e-11
682,burnings,1.1399985726738567e-11
683,rescue transports,1.1399985726738567e-11
684,Jewish soldiers,1.1399985726738567e-11
685,camp barracks (stills),1.1399985726738567e-11
686,clothing,1.1399985726738567e-11
687,camp brothels,1.1399985726738567e-11
688,Slovak kapos,1.1399985726738567e-11
689,female prisoners,1.1399985726738567e-11
690,French prisoners,1.1399985726738567e-11
691,Polish kapos,1.1399985726738567e-11
692,famous Soviet military personnel,1.1399985726738567e-11
693,escape discussions,1.1399985726738567e-11
694,ghettos (stills),1.1399985726738567e-11
695,ghetto experiences,1.1399985726738567e-11
696,identity concealment,1.1399985726738564e-11
697,Roma prisoners,1.1399985726738564e-11
698,deportation awareness,1.1399985726738564e-11
699,"Rumkowski, Chaim",1.1399985726738564e-11
700,forced labor,1.1399985726738564e-11
701,SS/SD personnel,1.1399985726738564e-11
702,Italian armed forces,1.1399985726738564e-11
703,suicide attempts,1.1399985726738564e-11
704,camp education,1.1399985726738564e-11
705,objects (stills) ,1.1399985726738564e-11
706,famous musicians and composers,1.1399985726738564e-11
707,sexual activities,1.1399985726738564e-11
708,electrocutions,1.1399985726738564e-11
709,homosexual kapos,1.1399985726738564e-11
710,ghetto inhabitant physical condition,1.1399985726738564e-11
711,civilian laborers,1.1399985726738564e-11
712,beatings,1.1399985726738564e-11
713,displaced persons camp experiences,1.1399985726738564e-11
714,camp Jewish religious texts,1.1399985726738564e-11
715,camp begging,1.1399985726738564e-11
716,menstruation,1.1399985726738564e-11
717,loved ones' introductions,1.1399985726738564e-11
718,fascist political parties,1.1399985726738564e-11
719,Ukrainian prisoners,1.1399985726738564e-11
720,underground publications,1.1399985726738562e-11
721,military fortification forced labor,1.1399985726738562e-11
722,forced march clothing,1.1399985726738562e-11
723,professional training,1.1399985726738562e-11
724,selections,1.1399985726738562e-11
725,camp smuggling,1.1399985726738562e-11
726,cigarette importance,1.1399985726738562e-11
727,camp food acquisition,1.1399985726738562e-11
728,Czech kapos,1.1399985726738562e-11
729,prisoner tattoo removal,1.1399985726738562e-11
730,prisoners of war,1.1399985726738562e-11
731,cultural activities,1.1399985726738562e-11
732,persecuted group insignia,1.1399985726738562e-11
733,transfer food acquisition,1.1399985726738562e-11
734,ghetto procedures,1.1399985726738562e-11
735,religious converts,1.1399985726738562e-11
736,executions,1.1399985726738562e-11
737,prison brutal treatment,1.1399985726738562e-11
738,age deceptions,1.1399985726738562e-11
739,Nazi Jewish holiday exploitation,1.1399985726738562e-11
740,prisoner functionaries,1.1399985726738562e-11
741,gas chambers,1.139998572673856e-11
742,Polish resistance groups,1.139998572673856e-11
743,religious identity,1.139998572673856e-11
744,transfer corpses,1.139998572673856e-11
745,French armed forces,1.139998572673856e-11
746,early personal aspirations,1.139998572673856e-11
747,camp crematoria,1.139998572673856e-11
748,first impressions,1.139998572673856e-11
749,censorship,1.139998572673856e-11
750,political prisoner functionaries,1.139998572673856e-11
751,1950s documents and artifacts (stills),1.139998572673856e-11
752,Jewish prisoners,1.139998572673856e-11
753,weddings (stills),1.139998572673856e-11
754,Dutch prisoners,1.139998572673856e-11
755,bombardments,1.139998572673856e-11
756,trial participants,1.139998572673856e-11
757,Christian religious texts,1.139998572673856e-11
758,mothers,1.139998572673856e-11
759,sports organizations,1.139998572673856e-11
760,female camp personnel,1.139998572673856e-11
761,famous Nazi medical personnel,1.139998572673856e-11
762,camp medical experiments,1.139998572673856e-11
763,Christmas,1.139998572673856e-11
764,bystander responses,1.139998572673856e-11
765,inter-Jewish relations,1.139998572673856e-11
766,"famous film, theater, television, and radio personnel",1.139998572673856e-11
767,bribery,1.139998572673856e-11
768,hunger,1.139998572673856e-11
769,camp liquidations,1.139998572673856e-11
770,revenge acts,1.139998572673856e-11
771,famous writers and publishers,1.139998572673856e-11
772,Jewish life,1.1399985726738557e-11
773,camp rumors,1.1399985726738557e-11
774,military,1.1399985726738557e-11
775,epidemics,1.1399985726738557e-11
776,communist regime everyday life,1.1399985726738557e-11
777,Russian prisoners,1.1399985726738557e-11
778,concentration camps (stills),1.1399985726738557e-11
779,male kapos,1.1399985726738557e-11
780,Holocaust-related psychological reactions,1.1399985726738557e-11
781,food acquisition,1.1399985726738557e-11
782,resistance discussions,1.1399985726738557e-11
783,Soviet concentration camps (generic),1.1399985726738556e-11
784,sabotage,1.1399985726738556e-11
785,medical experiments,1.1399985726738556e-11
786,grandfathers,1.1399985726738556e-11
787,deportation family interactions,1.1399985726738556e-11
788,covert communications,1.1399985726738556e-11
789,living conditions,1.1399985726738556e-11
790,smuggling,1.1399985726738556e-11
791,food sharing,1.1399985726738556e-11
792,transfer killings,1.1399985726738556e-11
793,forced march environmental conditions,1.1399985726738556e-11
794,"Robota, Roza",1.1399985726738556e-11
795,frostbite,1.1399985726738554e-11
796,hangings,1.1399985726738554e-11
797,1970s photographs (stills),1.1399985726738554e-11
798,shootings,1.1399985726738554e-11
799,construction forced labor,1.1399985726738554e-11
800,mass execution coverups,1.1399985726738554e-11
801,German kapos,1.1399985726738554e-11
802,armament forced labor,1.1399985726738554e-11
803,prisoner tattoos,1.1399985726738554e-11
804,killings,1.1399985726738554e-11
805,Italian prisoners,1.1399985726738551e-11
806,education,1.1399985726738551e-11
807,Ukrainian camp guards,1.1399985726738551e-11
808,criminal kapos,1.1399985726738551e-11
809,liberation,1.1399985726738551e-11
810,I. G. Farben,1.1399985726738551e-11
811,deportation from regions,1.1399985726738551e-11
812,Jewish persecution bystander responses,1.1399985726738551e-11
813,forced labor squads,1.1399985726738551e-11
814,suicide decisions,1.1399985726738551e-11
815,propaganda,1.1399985726738551e-11
816,military operations,1.1399985726738551e-11
817,transfer from prisons,1.139998572673855e-11
818,eugenics policy awareness,1.139998572673855e-11
819,"Zimetbaum, Mala",1.139998572673855e-11
820,camp prisoner insignia,1.139998572673855e-11
821,male homosexual prisoners,1.139998572673855e-11
822,forced march liberation,1.139998572673855e-11
823,criminal prisoners,1.1399985726738548e-11
824,Hasidism,1.1399985726738548e-11
825,collaborator treatment,1.1399985726738548e-11
826,camp commandants,1.1399985726738548e-11
827,infestations,1.1399985726738548e-11
828,musical recitals,1.1399985726738548e-11
829,lice,1.1399985726738548e-11
830,looting,1.1399985726738548e-11
831,friends,1.1399985726738548e-11
832,eugenics measures,1.1399985726738548e-11
833,Appell,1.1399985726738544e-11
834,1940s photographs (stills),1.1399985726738544e-11
835,escape attempts,1.1399985726738543e-11
836,1960s photographs (stills),1.1399985726738543e-11
837,camp experiences,1.1399985726738543e-11
838,publications (stills),1.1399985726738543e-11
839,inter-prisoner behavioral conduct,1.1399985726738543e-11
840,forced march executions,1.1399985726738541e-11
841,British armed forces,1.1399985726738541e-11
842,Jewish religious objects,1.1399985726738541e-11
843,ships,1.1399985726738538e-11
844,temporary identity concealment,1.1399985726738538e-11
845,Jewish identity,1.1399985726738538e-11
846,post-liberation visits to sites of persecution (stills),1.1399985726738536e-11
847,arrests,1.1399985726738536e-11
848,humor,1.1399985726738536e-11
849,transfer thirst,1.1399985726738535e-11
850,camp daily services forced labor,1.1399985726738535e-11
851,camp latrines,1.1399985726738535e-11
852,prisoner tattoos (stills),1.1399985726738533e-11
853,Soviet prisoners,1.139998572673853e-11
854,camp bribery,1.1399985726738528e-11
