,KeywordID,KeywordLabel,test_stat,p_value,Czechoslovakia (historical),Austria-Hungary (historical),Netherlands,Hungary,Poland,Russia,Romania,France,Italy,Greece,Germany,Ottoman Empire (historical),Belgium,Austria,Union of Soviet Socialist Republics (historical),Lithuania,Danzig (Free City Territory) (historical),Yugoslavia (historical),Sweden,Peru,Bulgaria,Tunisia,Australia,United States of America,Palestine (historical),Algeria,United Kingdom,Switzerland,Turkey,Brazil,Argentina,Morocco
1600,27628,Weichsel Union Werke,23.79024341,0.819009585,0.364270386,1.227108434,0,0,1.35908727,0,0.801968504,0,0,7.926070039,2.238461538,0,0,0,0,0,0,8.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,47594,political prisoner kapos,125.4265474,2.59E-13,0.364270386,1.227108434,0,0,1.35908727,0,0.801968504,0,13.58,0,2.238461538,0,33.95,0,0,0,0,0,0,0,0,0,0,0,0,78.34615385,0,0,0,0,0,0
1597,27610,criminal prisoner functionaries,524.3223013,5.17E-91,0.728540773,0.613554217,0,0,1.35908727,2.343174847,0.400984252,5.196428571,0,1.98151751,1.119230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.25
772,16151,transfer to Gleiwitz (Germany : Concentration Camp)(generic),235.2413187,2.96E-33,0.601547427,0.540378026,1.779816514,0.08380302,1.346618579,1.719761355,0.441450553,1.144167759,0,1.745189733,3.69654199,0,3.737614679,0.87600344,0,0,0,0,0,0,32.03669725,0,0,0,0,0,112.1284404,0,0,0,0,0
1831,34122,attitudes toward Allied and/or neutral nations,9.357931829,0.999939549,1.028528149,0,0,0.537325244,1.343098008,2.205341032,1.132190829,0,0,0,0,0,0,5.616727941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,16498,aid giving,10.15405985,0.99985135,0.514264075,1.299291283,0,1.074650488,1.343098008,0,1.415238536,0,0,1.398718242,0.790045249,0,0,2.808363971,0,0,0,2.995588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,42103,sexual assault fears,12.22787035,0.998973951,0.771396112,0.866194189,0,0,1.343098008,0,2.264381658,0,0,0,1.580090498,0,0,0,0,0,0,5.991176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,16507,forced march-related aid giving,74.83101432,1.73E-05,0.624463519,0.262951807,2.30952381,0.81558296,1.339671737,0.669478528,1.031102362,1.113520408,0,1.69844358,0.959340659,0,14.55,0,0,11.48684211,0,0,0,0,31.17857143,0,0,0,0,0,0,0,0,0,0,0
1439,25537,escape discussions,26.46423025,0.698796471,0.896665566,0.755143652,4.974358974,0.468437392,1.338178235,0,0.493519079,0,0,1.219395391,3.443786982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,15461,forced march conditions,96.67556752,1.13E-08,0.785079413,0.816258382,2.294161123,0.465840733,1.337992789,0.831281542,0.810859507,1.382641748,0.722660754,1.265359297,1.429438854,0,1.806651885,1.058585089,0,4.278912359,2.084598329,0.677494457,0,0,0,0,0,0,0,0,27.09977827,0,0,0,0,0
128,12443,I. G. Farben,67.27226834,0.000172292,0.430967781,0.622195826,0,0.38596602,1.332288366,2.112157608,0.406631917,3.513078471,0,0.669808736,4.161646804,0,0,1.344850352,0,0,0,0,0,0,0,0,0,0,0,13.24160347,0,0,0,0,0,0
20,10632,forced marches,147.6147938,4.00E-17,0.751921413,0.907335633,1.660248181,0.410408883,1.32314735,1.203170653,0.691813652,1.761048964,0.209191271,1.343056797,1.724103881,1.344801027,1.045956354,0.735438062,0,2.47726505,3.62061815,0.261489089,0,0,4.48267009,0,0,5.229781772,0,2.413745433,0,0,5.229781772,0,0,0
775,16154,transfer to RavensbrÃ_ck (Germany : Concentration Camp),131.9826996,2.01E-14,0.90083082,0.994952784,4.150900901,0.678917707,1.322355181,0.696619549,0.227585657,1.685328185,0,0.963981491,1.361226611,0,1.376351351,0.645164696,0,0,0,0.688175676,0,0,0,0,0,0,0,3.176195426,0,0,0,0,0,41.29054054
2533,9125,death marches,258.5154206,1.02E-37,0.736408383,0.731494444,4.329733621,0.236748056,1.31740468,0.931196915,0.436492577,1.885529158,0.351965443,1.540704759,2.146602426,0.754211663,4.399568035,1.23737851,0,1.389337274,2.030569862,0.659935205,0,0,3.771058315,0,0,0,0,2.030569862,26.39740821,0,0,0,0,26.39740821
371,14370,camp prisoner insignia,115.9803802,9.57E-12,0.775543403,0.712514574,1.564516129,0.515658904,1.315245745,1.511725708,0.698488697,1.508640553,0,1.150558554,1.733002481,0,0,0.770035282,0,0,0,0.821370968,0,0,0,0,0,0,0,0,0,0,0,0,0,98.56451613
665,15773,trains,107.8481751,1.99E-10,0.801825939,0.784187638,1.147928994,0.756706557,1.312444038,1.109195194,0.740278619,0.737954353,4.821301775,1.688393618,0.635776058,4.132544379,0,0,0,0,0,0.602662722,72.31952663,0,0,0,0,0,0,0,0,0,0,0,0,0
628,15542,Jewish religious beliefs,2.236241567,1,0.874248927,0,0,1.82690583,1.304723779,0,1.924724409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10309,escape attempts,3.256994987,1,0.874248927,2.945060241,0,1.82690583,1.304723779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,7805,Gross Rosen (Germany : Concentration Camp),5.179955592,0.999999956,0.874248927,2.945060241,0,0,1.304723779,3.749079755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,27375,inter-survivor relations,5.479929732,0.999999909,2.622746781,0,0,0,1.304723779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,17040,transfer to Magdeburg (Germany : Concentration Camp),5.479929732,0.999999909,2.622746781,0,0,0,1.304723779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,4011,"Eichmann, Adolf",7.115190534,0.999997565,2.185622318,0,0,0,1.304723779,0,0.962362205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,16533,deportation warnings,7.56336168,0.9999949,1.311373391,0,0,0,1.304723779,0,0.962362205,0,0,4.755642023,2.686153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,15413,attitudes toward Poland and/or Poles,12.6795523,0.998534553,0.291416309,0.981686747,4.311111111,0.60896861,1.304723779,1.249693252,0.641574803,0,0,3.170428016,1.790769231,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,35605,"Levi, Primo",13.90587417,0.996488438,0.874248927,2.945060241,0,0,1.304723779,0,0,12.47142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,26777,graves (stills),14.71022274,0.994166468,0.874248927,0,0,0,1.304723779,3.749079755,0,12.47142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,16772,transfer from Trzebinia (Poland : Concentration Camp),20.93414828,0.913637251,0,0,0,1.82690583,1.304723779,0,0,0,0,0,10.74461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,15181,lesbian prisoners,24.66020415,0.78270709,0.874248927,1.47253012,6.466666667,0,1.304723779,0,0,0,0,0,0,0,0,9.5484375,0,0,0,10.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,6729,"""asocial"" prisoners",29.48836882,0.543814625,0.874248927,0,12.93333333,0,1.304723779,1.874539877,0,0,0,4.755642023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,17004,transfer to Gleiwitz III (Germany : Concentration Camp),33.60617148,0.342239514,0.874248927,0,12.93333333,0,1.304723779,0,0,0,0,0,5.372307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,9916,restitution,46.26164961,0.038328025,0.437124464,1.47253012,0,0.913452915,1.304723779,0,0,0,0,4.755642023,2.686153846,0,40.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,16511,escape assistance,46.30523905,0.037975709,0.655686695,2.208795181,0,0,1.304723779,1.874539877,0.481181102,0,0,0,0,0,0,14.32265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,14422,forced labor squads,48.38920672,0.024140795,0.874248927,0,0,0,1.304723779,0,0,24.94285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,15246,gay male sexual activities,49.22899196,0.019988237,0,0,0,0,1.304723779,0,0,6.235714286,0,4.755642023,10.74461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,17144,camp site destruction forced labor,51.10457936,0.0129534,0.437124464,1.47253012,0,1.370179372,1.304723779,0,0.962362205,0,0,2.377821012,1.343076923,0,0,0,0,0,47.00769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,22642,liberator responses,51.14615219,0.01282707,0,0,0,1.82690583,1.304723779,0,0,0,32.592,0,0,0,0,19.096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,15067,food rationing,67.55683931,0.000158439,1.748497854,0,0,0,1.304723779,0,0.962362205,0,0,0,0,0,0,0,0,64.32631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,16596,transfer to Ohrdruf (Germany : Concentration Camp),89.52800856,1.37E-07,0,2.945060241,0,0,1.304723779,0,0,0,0,0,0,69.84,0,19.096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,18760,"Wiesel, Elie",129.1138727,6.18E-14,0.874248927,0,0,0,1.304723779,0,1.924724409,0,0,0,0,0,0,0,0,128.6526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,14270,Jewish-non Jewish relations,221.2677973,1.33E-30,0,2.945060241,0,0,1.304723779,0,0,0,32.592,0,0,0,0,0,0,0,188.0307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,16150,transfer to FlossenbÃ_rg (Germany : Concentration Camp),278.660198,1.26E-41,0.437124464,0,3.233333333,0,1.304723779,0.937269939,0.962362205,3.117857143,0,4.755642023,0,17.46,0,0,0,0,47.00769231,0,0,0,0,0,0,0,0,0,0,0,203.7,0,0,0
1994,3981,camp orchestras,40.57057749,0.116670575,0.833821231,0.680938784,2.616570328,1.003214184,1.300952901,0.650129437,0.389395112,1.081337737,0,1.924248218,1.086883059,2.01849711,2.354913295,0.551932803,2.616570328,3.71828415,0,0.588728324,0,0,10.09248555,0,0,0,0,0,0,0,0,0,0,0
361,14346,Jewish persecution bystander responses,36.74529513,0.219919834,1.244791519,0.292555653,0,0.423454994,1.296083224,0.868991996,0.637325963,1.651844844,0,0.944829541,1.423127866,0,2.698013245,1.897040563,0,4.260020913,0,0,0,0,0,0,0,0,0,6.226184412,0,0,0,0,0,0
2038,4071,camp quarantines,344.101307,1.62E-54,0.190054115,0.800288109,2.811594203,0.297865081,1.294087444,0.815017338,0.523022937,6.777950311,0,5.944552529,1.167892977,1.897826087,4.42826087,1.037873641,0,3.495995423,5.109531773,0,0,0,0,0,0,0,8.30298913,5.109531773,0,0,0,0,0,66.42391304
813,16338,transfer from Auschwitz I (Poland : Concentration Camp),183.3891043,1.52E-23,0.798462642,0.820605021,4.604747162,0.367643588,1.292605602,0.812494064,0.506506424,1.158337019,0,1.619568491,1.995903787,0,0,0.88685178,0,0,8.732079066,0.630650155,37.83900929,0,0,0,0,0,0,2.910693022,0,0,0,0,0,0
2119,4308,prisoner tattoos (stills),339.9260454,1.10E-53,0.683954997,0.771104101,2.529547844,0.530206108,1.288260387,1.513824002,0.625383641,1.494997747,1.233766562,1.680226835,1.423576802,1.982839117,1.542208202,0.963880126,0,0.405844264,1.186314001,0.578328076,0,0,2.203154574,0,0,0,0,4.152099005,0,0,0,0,0,7.711041009
780,16162,transfer from Auschwitz (Poland : Concentration Camp)(generic),76.27495846,1.10E-05,0.809244075,0.938486571,0.883156297,0.582170295,1.286905093,1.308480036,0.978425914,0.378495556,0.74185129,0.793809746,1.019026497,1.589681335,1.854628225,1.883606791,1.373798685,0,0,0.618209408,0,0,0,0,0,0,2.318285281,1.426637096,18.54628225,0,0,0,0,0
1918,37716,Jewish persecution awareness,23.73899216,0.821048876,1.059695669,0.446221249,0,1.384019568,1.284955237,0.568042387,0.874874732,0,0,1.441103643,0,0,0,0,0,19.49282297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,15126,temporary identity concealment,26.18719862,0.712306603,0.529847835,1.338663746,1.95959596,0,1.284955237,1.136084774,0.291624911,5.668831169,0,1.441103643,2.441958042,0,0,2.893465909,0,0,0,3.086363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,15164,factory forced labor,131.4418204,2.49E-14,0.392920866,0.413632056,2.543071161,0.564493374,1.282734052,1.15842352,0.810979386,2.802568218,0,1.603025401,3.018150389,5.885393258,0,0.536429073,0,0,5.281763181,0.572191011,0,0,0,0,0,0,0,10.56352636,0,0,22.88764045,0,0,0
158,12636,"KrakÃ_w (KrakÃ_w, Poland)",16.69898818,0.982985936,1.092811159,3.155421687,0,0.652466368,1.28142514,1.338957055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,4106,"Zimetbaum, Mala",127.8767525,1.00E-13,0.624463519,0.525903614,0,0,1.28142514,0,0.343700787,6.681122449,0,3.39688716,3.837362637,0,0,0,0,0,0,0,0,0,62.35714286,0,0,0,0,33.57692308,0,0,0,0,0,0
2176,46670,Zigeunerlager (Auschwitz II-Birkenau),10.16015098,0.999850381,1.199949508,0.866194189,2.535947712,0.716433659,1.27914096,1.102670516,0.754793886,0,0,0,0,0,0,1.872242647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,15230,typhus,159.8700445,2.72E-19,0.734369099,1.060221687,2.069333333,0.146152466,1.278629303,1.049742331,0.384944882,3.492,0,3.043610895,1.934030769,0,6.5184,0.763875,0,0,0,0,0,0,0,97.776,0,0,0,0,0,0,0,0,0,0
606,15460,forced march deaths,25.14067979,0.76138933,0.533078614,0.718307376,3.154471545,0.445586788,1.272901248,0.457204848,1.408334934,0,0,3.479738066,1.310318949,0,9.936585366,0,0,0,0,2.484146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,16495,hangings,216.3311323,1.14E-29,0.496732345,0.752998357,2.571969697,0.181652568,1.269511063,0.905317554,0.847534896,3.720170455,0.462954545,1.351034666,2.670891608,3.968181818,2.314772727,1.898837003,1.285984848,1.827452153,2.670891608,0.289346591,0,0,4.960227273,0,0,0,0,5.341783217,34.72159091,0,0,0,0,0
543,15249,coerced sexual activities,19.34163793,0.948888589,0.728540773,1.636144578,0,0.507473842,1.268481452,0,0,6.928571429,0,2.642023346,2.984615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,17028,transfer to Landsberg (Germany : Concentration Camp),36.11867337,0.241626714,1.214234621,0.818072289,0,0.507473842,1.268481452,1.041411043,0.534645669,0,18.10666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,17256,camp betrayals,45.67464574,0.043360483,0.242846924,0.818072289,1.796296296,0.253736921,1.268481452,0.520705521,0.801968504,5.196428571,0,2.642023346,2.984615385,0,0,7.95703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,15087,camp bribery,264.5569763,6.90E-39,0.404744874,0.545381526,1.197530864,0.169157947,1.268481452,2.4299591,1.069291339,2.30952381,0,3.522697795,0,0,0,5.3046875,0,0,0,1.886111111,226.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,18505,camp resistance,188.4944362,1.75E-24,0.830897741,0.851876929,0.534435262,0.301967906,1.266983835,1.239365208,0.318136266,4.638134593,0,1.965141332,1.331977114,0,0,1.578254132,0,0,15.53973299,0.841735537,101.0082645,0,14.42975207,0,0,0,0,0,0,0,0,0,0,0
247,13732,camp executions,190.3732258,7.88E-25,0.781285806,0.666303222,2.633484163,0.268662622,1.261921755,0.678566471,0.653187017,3.385908209,0.737375566,1.506311953,2.127044901,0.790045249,2.765158371,1.512195984,1.02413273,1.455346511,0,0.460859729,0,0,7.900452489,0,0,0,0,4.254089802,27.65158371,0,0,0,0,0
937,16570,Soviet prisoners of war,25.03596993,0.766106292,0.794771752,2.007995619,0,0.41520587,1.260244559,0.852063581,1.093593414,0,0,2.161655465,0,0,0,2.170099432,0,14.61961722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,14320,Holocaust denial,9.038816456,0.999959109,1.008748762,1.132715477,0,1.405312177,1.254542095,1.441953752,0,0,0,0,0,0,0,7.344951923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,15428,writing,11.35294706,0.999515927,0.336249587,0,0,0.702656088,1.254542095,2.883907504,0.740278619,4.796703297,0,3.658186172,2.066272189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,4218,male homosexual prisoners,16.78625536,0.982261687,1.008748762,1.132715477,0,0,1.254542095,0,0.740278619,0,0,0,6.198816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,8233,Dachau (Germany),60.006562,0.001347386,0,0,0,1.405312177,1.254542095,4.325861255,0.740278619,0,25.07076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,14825,teeth extraction forced labor,88.78338391,1.77E-07,0.672499175,0,4.974358974,0.702656088,1.254542095,1.441953752,0,0,0,7.316372344,0,0,0,0,0,0,72.31952663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,7528,Auschwitz (Poland : Concentration Camp)(generic),237.6584654,1.02E-33,0.770042138,1.036198792,1.516834211,0.594684521,1.252260018,1.516501863,0.755516523,1.014908022,0.858094782,0.796780617,1.350149133,1.002967927,1.36515079,1.371245213,1.516834211,0.615857499,1.350149133,0.341287697,5.850646242,0,0,0,0,1.950215414,0.73133078,0.900099422,5.850646242,0,0,5.850646242,0,0
199,13018,Auschwitz I (Poland : Concentration Camp),288.506037,1.51E-43,0.847366941,0.787449262,3.717468806,0.354146184,1.251523144,0.827002887,0.514632195,2.16749427,0,2.161655465,1.616001645,1.867379679,1.633957219,0.893570354,0,0,3.770670506,0.544652406,16.33957219,0,2.334224599,0,0,0,0,1.256890169,0,0,0,0,16.33957219,16.33957219
1498,26469,German camp personnel,30.99821621,0.466302401,0.879747348,1.01873153,1.220125786,0.631948557,1.251386014,0.707373539,0.665785173,0.784366577,2.049811321,3.290066809,0.675761974,2.196226415,0,1.201061321,0,0,0,1.281132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,15696,forced march food,71.66812526,4.60E-05,0.899962131,0,9.509803922,0.537325244,1.247162436,0.551335258,0.566095415,0,0,1.398718242,0.790045249,0,0,2.808363971,0,0,27.65158371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,17258,forced march guards,16.40512204,0.985258976,0.832618026,0.701204819,1.53968254,0.869955157,1.242594075,0.892638037,0.916535433,0,0,0,2.558241758,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,15472,transfer sanitary conditions,18.1086594,0.968169934,0.416309013,2.103614458,6.158730159,0.434977578,1.242594075,0,1.37480315,0,0,0,2.558241758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,16508,transfer-related aid giving,27.55496839,0.644035063,1.179542203,0.46746988,0,1.594917788,1.242594075,0,0.305511811,1.979591837,0,0,1.279120879,0,6.466666667,0,7.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,15252,lice,69.06432426,0.000101245,1.040772532,0.876506024,0,0.543721973,1.242594075,0.892638037,0.343700787,3.711734694,0,1.69844358,0.959340659,4.157142857,4.85,0,0,0,0,0,0,0,0,0,0,0,0,22.38461538,0,0,0,0,0,0
2150,4480,International Red Cross,10.13930754,0.999853675,1.049098712,0.883518072,1.293333333,0.182690583,1.23948759,1.124723926,0.962362205,2.494285714,3.2592,0.951128405,0.537230769,0,0,1.9096875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,15583,trauma-related dreams,10.39676784,0.999808215,0.874248927,0.294506024,0,0.913452915,1.23948759,1.124723926,1.732251969,1.247142857,0,0.951128405,0,0,0,0,0,0,0,2.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,21333,transfer corpses,148.7737317,2.50E-17,0.472566988,0,5.243243243,0.493758332,1.234198169,1.519897198,0.260097893,3.370656371,0,2.57061731,2.903950104,0,11.01081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1081081,0,0,0
667,15775,passenger trains,13.96052361,0.996359619,0.777110157,0.654457831,0,1.21793722,1.232239125,0.416564417,1.497007874,0,0,1.056809339,0,0,0,2.121875,0,0,0,4.526666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,13930,Germany 1945 (January 1 - May 7),105.9254798,4.04E-10,0.853956882,0.939912843,2.37653127,0.335698363,1.223967181,1.23277284,0.65150246,0.844294004,0.63040619,1.379780084,2.026305609,2.701740812,2.364023211,1.292825193,0.875564152,1.244222743,1.818479393,0,0,0,0,0,0,7.880077369,0,1.818479393,0,0,0,0,0,0
915,16540,courtships,3.182894974,1,1.092811159,1.840662651,0,1.141816143,1.223178543,2.343174847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,26348,Jewish prisoners of war,5.78933025,0.999999816,1.639216738,1.840662651,0,0,1.223178543,0,0,0,0,0,3.357692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,15629,deportation food,6.893786255,0.999998348,0,1.840662651,0,2.283632287,1.223178543,0,2.405905512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,30364,transfer to Jawischowitz (Poland : Concentration Camp),8.288685599,0.999984914,1.092811159,0,8.083333333,1.141816143,1.223178543,0,1.202952756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,15462,forced march injuries,11.46176279,0.999466027,0.546405579,0,8.083333333,0,1.223178543,2.343174847,2.405905512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12498,Austria 1945 (January 1 - May 7),32.21546552,0.406361537,1.170869099,1.051807229,1.154761905,0,1.223178543,1.673696319,0.343700787,1.113520408,2.91,0.84922179,0.959340659,0,0,3.41015625,0,0,16.78846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,29466,transfer food sharing,62.97991026,0.000592576,0.546405579,0,0,1.141816143,1.223178543,0,1.202952756,7.794642857,0,0,0,0,0,0,56.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,22439,French prisoners of war,68.91004232,0.000106024,0,1.840662651,0,0,1.223178543,0,1.202952756,23.38392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,14916,German prisoners,220.5565261,1.81E-30,0.874248927,0.196337349,0.862222222,0.365381166,1.217742194,0.749815951,0.384944882,0.831428571,2.1728,1.902256809,3.223384615,4.656,0,3.819375,0,0,0,1.358,0,0,23.28,0,162.96,0,0,0,0,0,0,0,0,0
507,15180,prisoner tattoos,241.6589236,1.76E-34,0.790505842,0.693098405,2.509771539,0.633608958,1.217454889,0.928756339,0.627800282,2.162675475,1.614797688,1.845707474,1.44178365,1.44178365,2.69132948,1.025018064,0,1.59355035,2.329035127,0.588728324,0,0,4.32535095,0,0,0,0,0.776345042,0,6.728323699,3.36416185,0,10.09248555,0
273,13931,Germany 1945 (May 8) - 1949 (May 23),218.4717847,4.49E-30,0.666800029,0.998325505,2.192090395,0.464467584,1.21626793,1.588593116,0.978673429,1.056900726,2.762033898,0.806041021,0.910560626,0,0,3.236758475,0,0,0,0,207.1525424,0,0,0,0,0,0,0,0,0,0,0,0,0
793,16192,Poland 1945 (January 1 - May 7),304.952856,9.02E-47,0.767580468,1.080421935,2.878812861,0.444301088,1.215447544,1.050855001,0.563295272,2.159109646,0.806067601,0.980140565,1.904445431,1.727287716,2.351030503,0.787175392,0.74635889,1.590922897,2.325195003,0.587757626,0,0,2.878812861,0,0,3.358615004,0,2.325195003,10.07584501,0,3.358615004,0,10.07584501,10.07584501
73,11688,Holocaust testimony sharing reluctance,28.04948393,0.618609205,0.749356223,0,0,1.304932735,1.211529223,1.606748466,0.54992126,0,4.656,0,1.534945055,0,11.64,5.45625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,14360,revenge acts,36.19481082,0.238915238,0.374678112,0.841445783,3.695238095,0.260986547,1.211529223,1.606748466,0.82488189,1.781632653,0,2.717509728,1.534945055,0,11.64,2.728125,12.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,12078,forced labor conditions,84.5635581,7.36E-07,0.925202085,0.677544534,0.396728016,0.672480673,1.210671605,0.862518348,0.590406261,2.86919369,0.499877301,1.750543076,1.895139217,3.213496933,0,0.585793712,0,0,2.883907504,0,0,0,10.71165644,0,0,0,0,2.883907504,0,0,0,0,0,0
1107,17201,forced march adaptation methods,71.65656675,4.62E-05,0.705039457,0.475009716,4.172043011,0.589324461,1.210026085,0.907035425,0.776098552,1.005760369,0,0.767039036,2.599503722,0,13.14193548,0,0,0,0,0,0,0,28.16129032,0,0,0,0,0,0,0,0,0,0,0
901,16517,clothing provision,31.54875077,0.438822501,1.092811159,0.681726908,0,0.338315894,1.208077573,1.21497955,0.980183727,1.732142857,0,1.321011673,0.497435897,6.466666667,3.772222222,0.884114583,0,0,0,0.943055556,0,0,0,0,0,0,0,8.705128205,0,0,0,0,0,0
884,16496,gassings,605.9506269,7.88E-108,0.665189401,1.280460974,9.84057971,0,1.205451318,0.815017338,0,1.355590062,0,2.067670445,1.167892977,7.591304348,0,2.075747283,0,0,0,0,265.6956522,0,0,0,265.6956522,0,0,0,0,0,0,0,0,0
1131,17391,transfer to Neustadt-Glewe (Germany : Concentration Camp),9.555263584,0.999923711,1.380393043,2.325047559,3.403508772,0.480764692,1.20171927,0.986599935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,17202,transfer adaptation methods,76.41774419,1.05E-05,0.536819517,0.516677235,3.403508772,0.641019589,1.20171927,0.986599935,0.844177373,6.563909774,0,0,1.413765182,0,7.147368421,1.675164474,0,0,0,0,0,0,30.63157895,0,0,0,0,0,0,0,0,0,0,0
670,15779,trucks,46.75187297,0.03452712,0.874248927,0.981686747,2.155555556,0.761210762,1.195996797,0.624846626,0,0,5.432,0.792607004,4.476923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,16470,forced march killings,70.30094215,6.98E-05,0.952152297,0.437385184,6.402640264,0.633086179,1.194920293,0.185598008,0.952833866,0,0,1.883422584,1.063823305,0,4.033663366,0.945389851,0,0,9.308453922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,15804,forced march routes,229.603841,3.50E-32,0.472566988,1.392933898,0,0.246879166,1.190119663,1.013264799,1.040391573,5.898648649,0,0,2.903950104,0,0,1.290329392,0,0,12.7047817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1621622
